SaleCondition,SalePrice,SaleType,MSZoning,BsmtQual,Foundation,Electrical,RoofStyle,Neighborhood,GrLivArea,firstFlrSF,YearBuilt,GarageType,OverallQual,OverallCond,TotRmsAbvGrd,GarageCars,GarageArea
Normal,153000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1306,1306,1957,Detchd,5,7,5,1,756
Normal,196000,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1306,1306,2005,Attchd,6,5,5,2,624
Normal,115000,WD,RM,Gd,PConc,SBrkr,Gable,MeadowV,1304,616,1976,BuiltIn,5,6,4,1,336
Abnorml,112000,COD,RM,TA,CBlock,SBrkr,Gable,BrDale,1302,630,1971,Detchd,5,5,6,1,280
Normal,158000,CWD,RL,Gd,CBlock,SBrkr,Hip,NAmes,1302,1302,1964,Attchd,6,7,7,1,309
Partial,176485,New,RL,Gd,PConc,SBrkr,Gable,Gilbert,1302,1302,2007,Attchd,7,5,6,2,436
Normal,106000,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,1302,630,1970,Detchd,5,5,6,2,440
Normal,119500,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,1302,630,1972,Detchd,5,7,6,1,264
Partial,187750,New,FV,Gd,PConc,SBrkr,Gable,Somerst,1301,1301,2006,Attchd,7,5,5,2,572
Normal,100000,WD,RM,TA,PConc,SBrkr,Gable,BrkSide,1301,1301,1924,Detchd,5,5,5,2,440
Normal,180000,WD,RL,Gd,CBlock,SBrkr,Gable,SawyerW,1298,1298,1985,Attchd,6,5,5,2,403
Normal,153000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1297,1297,1954,Attchd,5,6,5,2,498
Normal,90000,WD,RL,NoBasement,Slab,SBrkr,Gable,Sawyer,1296,1296,1967,CarPort,4,5,6,2,516
Normal,220000,WD,RL,Ex,PConc,SBrkr,Gable,Timber,1296,1296,2001,Attchd,8,5,6,2,471
Normal,106250,WD,RL,NoBasement,BrkTil,FuseA,Gable,OldTown,1294,694,1900,NoGarage,4,7,7,0,0
Normal,179200,WD,RL,Gd,CBlock,SBrkr,Gable,SawyerW,1294,1294,1991,Attchd,6,5,6,2,496
Partial,193879,New,RL,Gd,PConc,SBrkr,Gable,CollgCr,1294,1294,2006,Attchd,7,5,6,2,662
Normal,173000,WD,RL,Gd,PConc,SBrkr,Gable,ClearCr,1291,1291,1996,Attchd,6,5,6,2,431
Normal,245500,WD,RL,Gd,PConc,SBrkr,Gable,Veenker,1288,1288,1996,Attchd,8,5,4,2,500
Normal,162000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1287,1287,1959,Detchd,5,7,7,2,576
Normal,127000,WD,RM,TA,CBlock,SBrkr,Gable,BrkSide,1285,1072,1948,Detchd,5,5,6,1,240
Normal,143500,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1285,1285,1977,Attchd,6,5,7,2,528
Normal,110000,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,1284,720,1947,Detchd,5,7,5,1,240
Normal,140000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1283,1283,1962,Detchd,5,7,6,2,506
Normal,171500,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,1279,1279,1977,Detchd,6,6,6,2,473
Normal,167000,WD,RL,TA,CBlock,SBrkr,Flat,NAmes,1277,1277,1970,Attchd,7,5,5,2,526
Abnorml,60000,COD,RL,TA,CBlock,FuseA,Gable,Edwards,1276,1276,1958,Attchd,5,3,5,1,350
Partial,203000,New,RL,Gd,PConc,SBrkr,Gable,CollgCr,1274,1274,2005,Attchd,7,5,6,2,508
Normal,135000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1271,720,1948,Attchd,5,5,7,1,312
Normal,192000,WD,RL,Gd,PConc,SBrkr,Gable,Blmngtn,1269,1269,2004,Attchd,8,5,6,2,430
Normal,155000,WD,RL,TA,CBlock,FuseA,Gable,NAmes,1269,1269,1960,Detchd,5,6,6,1,308
Normal,132000,WD,RL,TA,PConc,SBrkr,Gable,NAmes,1268,1268,1954,Attchd,5,6,7,1,244
Normal,133000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1268,1036,1949,Attchd,5,7,6,1,288
Normal,143500,WD,RL,Gd,CBlock,SBrkr,Gable,CollgCr,1268,1268,1977,Detchd,5,7,5,1,252
Normal,176000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1266,1266,2005,Attchd,7,5,6,2,453
Normal,159895,WD,RL,Gd,PConc,SBrkr,Gable,Blmngtn,1266,1266,2007,Attchd,7,5,6,2,388
Normal,179900,WD,RL,TA,PConc,SBrkr,Gable,NAmes,1265,1265,1965,Attchd,5,8,6,2,502
Normal,167500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1264,1264,1960,Attchd,5,5,6,2,461
Normal,181500,WD,RL,Gd,CBlock,SBrkr,Gable,Veenker,1262,1262,1976,Attchd,6,8,6,2,460
Partial,185000,New,FV,Gd,PConc,SBrkr,Gable,Somerst,1262,1262,2006,Attchd,6,5,5,2,572
Normal,163000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1261,1261,1958,Attchd,6,6,6,2,433
Partial,172500,New,RL,Ex,PConc,SBrkr,Gable,Blmngtn,1258,1258,2006,Attchd,7,5,6,3,648
Abnorml,145000,COD,RL,TA,CBlock,SBrkr,Gable,NWAmes,1258,1258,1971,Attchd,6,7,5,2,528
Alloca,108959,WD,RL,Gd,CBlock,SBrkr,Gable,Sawyer,1258,1258,1969,CarPort,4,4,6,2,400
Normal,105000,WD,RL,TA,BrkTil,SBrkr,Gable,Edwards,1258,698,1939,Detchd,6,5,6,1,280
Normal,147500,WD,RL,TA,CBlock,SBrkr,Gable,Edwards,1256,1256,1965,Attchd,5,6,6,1,276
Normal,157000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1253,1253,1960,Attchd,6,5,5,1,352
Normal,176000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1253,1253,1995,Attchd,7,5,6,2,402
Normal,235000,WD,RL,Gd,CBlock,SBrkr,Flat,ClearCr,1252,1252,1960,Attchd,6,7,4,2,564
Normal,127000,WD,RL,Fa,PConc,SBrkr,Gable,BrkSide,1252,936,1908,Attchd,5,8,5,2,576
Normal,160000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1252,624,1999,Detchd,7,5,4,2,462
Abnorml,119000,WD,RL,TA,CBlock,FuseA,Gable,NAmes,1252,1032,1950,Attchd,6,5,6,1,288
Normal,142000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1252,1252,1959,Detchd,6,6,7,2,528
Normal,160000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1251,1251,1964,Attchd,6,6,6,1,461
Partial,164700,New,FV,Gd,PConc,SBrkr,Gable,Somerst,1250,625,2006,Detchd,7,5,5,2,528
Normal,116000,WD,RL,TA,BrkTil,SBrkr,Gable,Edwards,1250,686,1918,Detchd,5,7,7,1,280
Normal,171900,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1250,625,2006,Detchd,7,5,5,2,625
Normal,139000,WD,RL,TA,PConc,SBrkr,Gable,Crawfor,1250,661,1910,Detchd,5,6,8,2,552
Partial,167240,New,RL,Gd,PConc,SBrkr,Gable,Blmngtn,1248,1248,2005,Attchd,7,5,5,2,438
Normal,87000,WD,RM,TA,CBlock,FuseA,Gable,OldTown,1248,912,1930,Detchd,5,5,6,1,160
Normal,197000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1247,1247,2005,Attchd,8,5,4,2,550
Normal,154000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1246,1246,1959,Attchd,5,7,6,1,305
Normal,150000,WD,RL,TA,CBlock,FuseA,Gable,NAmes,1244,1244,1957,Attchd,6,6,6,1,336
Normal,175500,WD,RL,TA,CBlock,SBrkr,Hip,NWAmes,1242,1242,1973,Attchd,7,6,6,2,528
Partial,199900,New,FV,Gd,PConc,SBrkr,Gable,Somerst,1241,1241,2006,Attchd,7,5,4,2,569
Normal,194000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1240,1240,2006,Attchd,7,5,5,3,826
Normal,134450,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1236,1236,1957,Attchd,5,6,6,1,447
Normal,135000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1236,1236,1961,Attchd,5,7,6,1,288
Normal,149700,WD,RM,TA,CBlock,FuseA,Gable,OldTown,1236,1236,1957,Attchd,6,7,6,2,923
Abnorml,98600,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1235,1235,1961,Attchd,5,3,6,2,480
Normal,179900,WD,RL,Ex,PConc,SBrkr,Gable,CollgCr,1234,1234,2007,Attchd,8,5,7,2,484
Normal,162500,WD,RL,Gd,PConc,SBrkr,Gable,Veenker,1232,1232,1984,Attchd,6,6,6,2,516
Normal,194500,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1232,1232,2007,Attchd,7,5,6,2,632
Normal,110000,WD,RM,TA,PConc,SBrkr,Gable,OldTown,1230,682,1910,Detchd,5,6,5,2,440
Abnorml,121600,WD,RL,TA,CBlock,SBrkr,Gable,BrkSide,1230,774,1946,Detchd,4,7,5,1,305
Normal,135000,WD,RL,TA,CBlock,FuseA,Gable,Edwards,1229,1229,1956,Attchd,4,6,6,1,284
Normal,124000,WD,RM,Gd,CBlock,SBrkr,Gable,Blueste,1229,561,1980,Attchd,6,6,5,2,462
Normal,149350,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1228,1228,1966,Attchd,5,6,6,1,271
Normal,189000,WD,RL,Gd,PConc,SBrkr,Gable,StoneBr,1228,1228,1988,Attchd,8,5,5,2,472
Normal,198900,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1226,1226,2009,Attchd,7,5,6,3,740
Normal,128950,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1225,1225,1959,NoGarage,4,5,6,0,0
Partial,164500,New,FV,Gd,PConc,SBrkr,Gable,Somerst,1224,612,2009,Detchd,6,5,4,2,528
Alloca,153337,WD,RL,Gd,CBlock,SBrkr,Gable,SawyerW,1224,1224,1979,Detchd,5,5,6,2,528
Partial,173733,New,FV,Gd,PConc,SBrkr,Gable,Somerst,1224,612,2009,Detchd,6,5,4,2,528
Normal,115000,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,1224,818,1926,Detchd,6,8,5,1,210
Normal,165000,WD,RM,Ex,PConc,SBrkr,Hip,Mitchel,1224,1224,1999,Attchd,6,5,5,2,402
Normal,101800,WD,RL,NoBasement,Slab,SBrkr,Gable,NAmes,1224,1224,1962,CarPort,4,5,6,2,462
Normal,147400,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1223,520,2005,Detchd,7,5,4,2,480
Normal,104900,WD,RL,TA,BrkTil,SBrkr,Gable,Edwards,1221,949,1924,Attchd,5,7,7,1,392
Normal,185000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1221,1221,2004,Attchd,7,5,6,2,400
Normal,102000,COD,RL,Fa,CBlock,FuseF,Gable,Edwards,1220,1220,1951,Detchd,4,5,6,2,396
Partial,194000,New,RL,Gd,PConc,SBrkr,Gable,CollgCr,1220,1220,2006,Attchd,7,5,6,2,632
Normal,113000,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,1218,672,1973,Detchd,6,5,7,1,264
Partial,208300,New,FV,Gd,PConc,SBrkr,Gable,Somerst,1218,1218,2009,Attchd,6,5,4,2,676
Normal,118000,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,1218,672,1972,Detchd,6,7,7,1,264
Abnorml,91500,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,1218,672,1971,NoGarage,6,5,7,0,0
Normal,131000,WD,RM,TA,BrkTil,SBrkr,Gable,BrkSide,1218,869,1941,Detchd,6,6,6,2,440
Normal,173000,WD,RL,Gd,PConc,SBrkr,Gable,Mitchel,1217,1217,1990,Attchd,7,5,6,2,497
Normal,120000,WD,RL,Gd,CBlock,SBrkr,Gable,SawyerW,1217,626,1980,Attchd,6,6,6,1,288
Normal,164000,WD,RM,Ex,PConc,SBrkr,Hip,Mitchel,1216,1216,1998,Attchd,6,5,5,2,402
Abnorml,118500,COD,RL,TA,CBlock,SBrkr,Gable,NAmes,1216,832,1947,Detchd,5,5,6,1,336
Normal,155000,WD,RL,TA,CBlock,FuseA,Hip,NAmes,1215,1215,1958,Attchd,6,7,6,1,297
Normal,143000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1214,1214,1967,Attchd,5,5,5,1,318
Normal,140000,WD,RL,TA,CBlock,SBrkr,Hip,Edwards,1214,1214,1965,Detchd,5,7,6,2,461
Family,105000,WD,RL,TA,PConc,SBrkr,Gable,OldTown,1214,694,1915,Detchd,3,4,6,3,936
Normal,186000,WD,RL,Gd,PConc,SBrkr,Gable,Edwards,1212,1212,2009,Attchd,6,5,6,2,460
Normal,151000,WD,RL,Gd,CBlock,SBrkr,Gable,Sawyer,1212,1212,1977,Attchd,6,7,6,2,492
Normal,178000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1212,1212,2001,Attchd,7,5,6,2,573
Normal,134000,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,1211,1211,1968,Attchd,5,5,5,1,322
Partial,195400,New,RL,Gd,PConc,SBrkr,Gable,CollgCr,1208,1208,2007,Attchd,7,5,6,2,628
Normal,165000,WD,RL,Gd,CBlock,SBrkr,Gable,Veenker,1208,1208,1977,Attchd,6,6,6,2,546
Normal,103000,WD,RM,TA,CBlock,FuseA,Gable,IDOTRR,1208,848,1925,Detchd,4,5,5,2,539
Normal,206000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1208,1208,2006,Attchd,7,5,6,2,632
Normal,162000,WD,RM,Ex,PConc,SBrkr,Hip,Mitchel,1204,1204,1998,Attchd,6,5,5,2,412
Normal,110000,WD,RL,TA,CBlock,SBrkr,Gable,BrkSide,1203,979,1950,Detchd,5,4,5,1,352
Family,125000,WD,RM,TA,BrkTil,FuseA,Gable,OldTown,1200,1200,1923,Detchd,6,5,7,1,312
Normal,177500,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1200,1200,1995,Attchd,6,5,6,2,521
Normal,151000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1200,600,2004,Detchd,7,5,4,2,480
Alloca,179000,WD,RL,Gd,CBlock,SBrkr,Gable,Edwards,1200,1200,1987,NoGarage,5,5,5,0,0
Normal,151000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1200,520,2005,Detchd,7,5,4,2,480
Normal,130500,WD,RL,TA,CBlock,SBrkr,Gable,Edwards,1200,768,1946,Detchd,5,6,6,1,240
Normal,184900,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1200,1200,2003,Attchd,7,5,5,2,555
Normal,146000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1200,1200,1965,Detchd,5,8,6,2,884
Abnorml,144152,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1200,520,2005,Detchd,7,5,4,2,480
Normal,153900,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1199,1199,1993,Attchd,6,5,5,2,530
Abnorml,79900,ConLD,RM,TA,BrkTil,SBrkr,Gable,OldTown,1198,1088,1920,NoGarage,6,7,7,0,0
Normal,139000,WD,RL,Gd,CBlock,FuseA,Gable,NAmes,1196,1196,1956,Attchd,6,5,6,1,297
Normal,110000,ConLI,RL,TA,BrkTil,SBrkr,Gable,Edwards,1196,684,1920,Detchd,6,8,7,2,528
Normal,109900,WD,RM,TA,CBlock,FuseA,Gable,IDOTRR,1196,1196,1916,Detchd,4,7,5,2,440
Normal,148000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1194,1194,1959,Attchd,6,6,6,1,312
Normal,159500,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1194,1194,1959,BuiltIn,6,6,6,2,539
Normal,78000,WD,RM,TA,PConc,SBrkr,Gable,IDOTRR,1192,596,1920,Detchd,5,5,6,1,189
Abnorml,135000,WD,RL,TA,CBlock,FuseA,Gable,NAmes,1192,720,1949,NoGarage,4,4,6,0,0
Normal,132500,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1190,1190,1962,Attchd,5,6,6,2,540
Abnorml,142000,COD,RL,TA,CBlock,SBrkr,Hip,NAmes,1188,1188,1959,Attchd,5,5,6,2,531
Normal,157900,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,1188,1188,1962,Attchd,5,7,6,1,312
AdjLand,81000,WD,RL,TA,PConc,SBrkr,Gambrel,Edwards,1184,658,1910,NoGarage,5,3,8,0,0
Normal,120000,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,1183,679,1948,Detchd,3,7,6,1,308
Normal,137500,WD,RL,Gd,CBlock,SBrkr,Gable,Edwards,1181,1181,1972,Detchd,4,5,6,2,588
Normal,137500,WD,RL,Fa,BrkTil,SBrkr,Gable,Crawfor,1180,1180,1922,Detchd,4,5,5,1,252
Abnorml,102776,WD,C (all),TA,Stone,SBrkr,Gable,IDOTRR,1178,859,1900,Detchd,4,7,7,1,384
Normal,157000,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1178,1178,1973,Attchd,5,6,5,2,439
Normal,114500,WD,RM,TA,PConc,SBrkr,Gable,BrkSide,1176,816,1934,Detchd,6,6,6,2,528
Normal,134900,WD,RM,TA,BrkTil,SBrkr,Gable,BrkSide,1176,786,1937,Detchd,6,9,4,2,624
Family,170000,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1173,1173,1974,Attchd,7,6,6,2,528
Normal,173000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1167,1167,1992,Attchd,6,6,6,2,400
Normal,144000,WD,RL,TA,BrkTil,SBrkr,Gable,BrkSide,1167,1167,1920,Detchd,5,5,6,2,495
Normal,190000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1166,1166,2005,Attchd,7,5,5,2,400
Normal,174900,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1165,1165,1966,Attchd,6,7,6,2,490
Normal,140000,COD,RL,TA,CBlock,SBrkr,Hip,NWAmes,1164,1164,1969,Attchd,7,5,6,2,528
Normal,125000,ConLD,RL,TA,CBlock,SBrkr,Gable,Edwards,1164,1164,1950,Detchd,5,5,5,1,240
Normal,126175,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,1163,1163,1955,Attchd,3,8,6,1,220
Normal,158000,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,1159,1159,1968,Attchd,5,5,7,1,336
Partial,158000,New,RL,Gd,PConc,SBrkr,Gable,SawyerW,1158,1158,2004,Detchd,6,5,5,2,576
Normal,120000,WD,RM,TA,BrkTil,SBrkr,Gable,BrkSide,1158,950,1929,BuiltIn,6,7,5,1,208
Normal,148000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1155,1155,1961,Detchd,5,7,6,2,576
Normal,154000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1154,1154,1966,Attchd,5,6,6,2,480
Normal,125500,WD,RM,TA,BrkTil,SBrkr,Gable,IDOTRR,1154,796,1922,Detchd,4,8,7,1,240
AdjLand,82000,WD,RL,NoBasement,PConc,FuseP,Gable,Edwards,1152,1152,1955,NoGarage,4,5,6,0,0
Family,158500,WD,RL,TA,CBlock,SBrkr,Gable,Crawfor,1152,1152,1950,Attchd,6,8,6,1,300
Normal,180500,WD,RL,TA,PConc,SBrkr,Hip,NAmes,1152,1152,1964,Attchd,5,7,6,2,484
Normal,141000,WD,RL,TA,CBlock,FuseA,Gable,NAmes,1150,1150,1959,Attchd,5,6,6,1,300
Normal,123500,WD,RL,Ex,PConc,FuseA,Gable,Edwards,1148,1148,1952,Detchd,5,7,6,1,308
Normal,132500,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1148,1148,1959,Attchd,5,5,6,1,672
Normal,187500,WD,RL,Ex,PConc,SBrkr,Gable,Timber,1146,1146,2003,Attchd,7,5,6,2,438
Normal,160200,WD,RL,Gd,PConc,SBrkr,Gable,Blmngtn,1145,1145,2005,Attchd,7,5,5,2,397
Normal,129000,WD,RL,TA,CBlock,SBrkr,Gable,Edwards,1144,1144,1956,Attchd,5,6,6,1,596
Normal,131400,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,1144,1144,1961,Attchd,5,6,6,1,264
Normal,139950,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1144,1144,1961,Attchd,5,6,6,2,456
Normal,143000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1144,1144,1959,Attchd,5,6,6,1,796
Normal,124000,COD,RL,TA,CBlock,SBrkr,Gable,NAmes,1144,1144,1963,Detchd,5,5,6,1,336
Normal,134000,WD,RM,Gd,PConc,SBrkr,Gable,MeadowV,1142,1142,1976,Attchd,5,5,6,2,528
Abnorml,142500,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1141,1141,2005,Detchd,6,5,6,2,484
Normal,96500,WD,RM,TA,BrkTil,SBrkr,Gable,OldTown,1140,792,1910,NoGarage,4,7,7,0,0
Abnorml,84500,WD,RL,Gd,PConc,SBrkr,Gable,Mitchel,1140,1140,2006,NoGarage,5,5,6,0,0
Normal,145000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1138,1138,1958,Attchd,6,8,6,1,264
Normal,176000,WD,RL,Gd,CBlock,SBrkr,Gable,Timber,1137,1137,1987,Attchd,6,6,5,2,551
Normal,140000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1136,1136,1965,Attchd,6,6,5,1,384
Normal,155000,WD,RL,Gd,PConc,SBrkr,Gable,SWISU,1135,575,1936,Detchd,7,9,6,2,576
AdjLand,126000,WD,RL,TA,BrkTil,FuseF,Gable,Edwards,1134,756,1940,Detchd,5,6,7,1,240
Family,135000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1134,1134,1960,Attchd,5,7,6,1,254
Normal,176000,WD,RL,Gd,PConc,SBrkr,Gable,Edwards,1132,1132,2005,Attchd,4,5,5,2,451
Alloca,89471,WD,RM,Fa,BrkTil,SBrkr,Hip,OldTown,1131,1131,1937,Detchd,4,7,7,2,672
Abnorml,66500,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,1131,676,1941,Detchd,5,6,5,1,200
Normal,120000,WD,RL,TA,BrkTil,SBrkr,Hip,OldTown,1130,1130,1920,Detchd,5,6,5,2,720
Family,118000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1128,1128,1954,Attchd,5,5,5,1,286
Abnorml,68400,COD,C (all),TA,CBlock,FuseA,Gable,IDOTRR,1128,698,1920,Detchd,4,4,6,2,528
Normal,155000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1128,1128,1963,Attchd,5,6,6,2,525
Normal,108000,WD,RL,NoBasement,CBlock,SBrkr,Gable,Edwards,1126,1126,1949,Detchd,4,5,5,2,520
Abnorml,175000,WD,RL,Gd,PConc,SBrkr,Gable,NWAmes,1126,1126,1977,Attchd,5,6,6,2,540
Normal,160000,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,1126,1126,1977,Attchd,5,5,5,2,484
Partial,155000,New,RL,Gd,PConc,SBrkr,Gable,Edwards,1125,1125,2006,Attchd,5,5,5,2,430
Abnorml,125000,WD,RL,TA,CBlock,SBrkr,Hip,Edwards,1125,1125,1976,Detchd,6,6,6,1,352
Normal,93000,WD,RL,NoBasement,Slab,SBrkr,Gable,Edwards,1124,1124,1954,NoGarage,5,5,5,0,0
Normal,100000,WD,RM,TA,PConc,SBrkr,Gable,IDOTRR,1123,772,1939,Detchd,4,5,4,1,264
Normal,147000,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,1122,1122,1948,Attchd,5,7,6,2,528
Normal,140000,WD,RM,Gd,PConc,SBrkr,Gable,Edwards,1121,1121,2003,Attchd,4,5,5,2,440
Normal,139000,WD,RL,TA,PConc,SBrkr,Gable,Sawyer,1121,1121,1963,Detchd,5,6,5,2,480
Partial,147000,New,RL,Gd,PConc,SBrkr,Gable,Mitchel,1120,1120,2007,NoGarage,5,5,6,0,0
Normal,129000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1120,1120,1961,Attchd,4,5,5,2,544
Normal,119900,WD,RM,Gd,CBlock,SBrkr,Gable,OldTown,1118,793,1939,Detchd,5,7,5,2,410
Normal,116000,WD,RM,Fa,BrkTil,FuseA,Gable,OldTown,1118,734,1920,Detchd,6,8,6,2,440
Normal,171000,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,1118,1118,1977,Attchd,6,6,6,1,358
Abnorml,107000,WD,RL,TA,CBlock,SBrkr,Gable,Edwards,1117,1117,1976,Detchd,6,5,6,2,672
Normal,160000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1116,1116,1962,Attchd,6,6,5,2,440
Normal,159000,WD,RL,TA,PConc,SBrkr,Gable,SawyerW,1114,1114,2004,Detchd,5,5,6,2,576
Normal,155000,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1114,1114,2003,Detchd,6,5,6,2,576
Normal,148000,WD,RL,TA,CBlock,SBrkr,Hip,Edwards,1113,1113,1976,Attchd,6,7,6,1,504
Normal,147000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1113,1113,1950,Attchd,5,7,5,1,264
Normal,85000,WD,RM,Gd,CBlock,SBrkr,Gable,MeadowV,1112,536,1976,Attchd,5,3,4,1,336
Normal,101000,WD,RM,TA,BrkTil,SBrkr,Gable,IDOTRR,1111,581,1920,Detchd,5,7,6,1,288
Normal,95000,ConLw,RL,TA,CBlock,SBrkr,Gable,Edwards,1111,616,1941,Detchd,5,6,5,1,200
Normal,116900,WD,RM,TA,PConc,SBrkr,Gable,OldTown,1111,572,1926,Detchd,7,7,5,1,288
Normal,165500,WD,RL,Gd,PConc,SBrkr,Gable,Mitchel,1110,1110,1978,Attchd,5,6,4,2,602
Normal,139000,WD,RL,TA,CBlock,SBrkr,Gambrel,NAmes,1109,576,1971,BuiltIn,5,7,5,1,288
Normal,139400,WD,RM,TA,PConc,FuseF,Gable,IDOTRR,1108,1108,1930,Attchd,7,7,6,1,280
Normal,110500,WD,RM,TA,BrkTil,SBrkr,Gable,OldTown,1103,1103,1925,Detchd,6,6,5,2,440
Normal,148800,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1102,551,2004,Detchd,7,5,4,2,480
Normal,141000,WD,RL,TA,PConc,SBrkr,Gable,NAmes,1100,1100,1960,Attchd,4,5,6,1,312
Normal,144000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1099,1099,1995,Attchd,5,6,6,1,352
Normal,135000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1098,1098,1955,Attchd,5,7,6,1,260
Normal,145000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1097,1097,1994,Attchd,5,5,6,2,672
Normal,152000,WD,RL,Gd,PConc,SBrkr,Hip,SawyerW,1097,1097,1984,Attchd,6,5,6,2,480
Normal,79000,WD,RL,TA,BrkTil,FuseF,Gable,Edwards,1096,572,1924,NoGarage,6,5,5,0,0
Abnorml,138800,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1096,1096,1969,Attchd,5,5,6,1,299
Normal,140000,ConLD,RL,TA,CBlock,SBrkr,Hip,NAmes,1095,1095,1958,Attchd,6,5,6,1,264
Normal,155000,WD,RL,TA,CBlock,SBrkr,Hip,Edwards,1094,1094,1953,Attchd,6,5,5,2,495
Normal,139000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1092,1092,1962,Attchd,5,5,6,1,288
Normal,145000,WD,RL,Gd,CBlock,SBrkr,Hip,NAmes,1092,1092,1964,Attchd,6,7,6,2,504
